timestamp,consent,age,gender,province,education_level,stream,gpa,current_status,weekly_skill_hours,skills_learning,learning_reason,learning_source,career_clarity,market_awareness,education_support,career_confidence,challenges,challenge_frequency,career_interest,future_vision,system_adequate,biggest_obstacle,advice,age_mid,gpa_mid,skill_hours_mid,challenge_freq_score,skill_AI / Machine Learning,skill_Business / Entrepreneurship,skill_Data Analyst / Data Science,skill_Digital Marketing / SEO,skill_Graphic Design,skill_None yet,skill_Other,skill_Programming / Coding,skill_Public Speaking / Communication,skill_UI/UX Design,skill_Video Editing / Content Creation,reason_Business / Startups,reason_Freelancing,reason_None yet,reason_Other,reason_Personal Interest,reason_Study abroad preparation,reason_To get a job,reason_University requirements,source_College or school,source_Institute or training center,source_Mentor or teacher,source_None yet,source_Other,"source_Paid online courses (Udemy, Coursera, etc.)",source_Self-study from books/articles,source_YouTube / free online videos,chal_Family pressure,chal_Financial problems,chal_Lack of guidance or mentorship,chal_Lack of motivation,chal_Lack of networking,chal_Lack of opportunities in Nepal,chal_Mental stress or anxiety,chal_Other,chal_Poor internet access,chal_Poor quality of education,chal_Time management issues,skill_breadth,readiness_score,readiness_category
2026/07/18 10:52:05 PM GMT+5:45,Yes,16-18,Male,Koshi,+2 Passed,Science,2.4 - 2.8,Preparing for Bachelor's,6-10 hrs,AI / Machine Learning;Graphic Design;UI/UX Design,To get a job;Freelancing;Business / Startups,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center",3.0,4.0,4.0,5.0,Financial problems;Lack of guidance or mentorship;Lack of motivation;Family pressure;Time management issues,Sometimes,IT / Technology,Doing bachelor and job ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers;Lack of mentorship and guidance;Limited internship and job opportunities;Poor awareness of career options;Mental health and stress;Political instability affecting opportunities,"Start learning skills early, don't wait;Build a portfolio or personal projects;Explore career options before choosing a stream;Find a mentor or role model;Be consistent and patient",17.0,2.6,8.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,3,63.125,Medium
2026/07/18 10:53:20 PM GMT+5:45,Yes,16-18,Male,Gandaki,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's;Learning professional skills;Working / Freelancing,3-5 hrs,Data Analyst / Data Science;Business / Entrepreneurship,To get a job;Freelancing;Business / Startups;Personal Interest,YouTube / free online videos;Institute or training center,4.0,4.0,4.0,3.0,Financial problems;Poor quality of education;Poor internet access,Frequently,IT / Technology,Donnt know ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.4,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,51.18055555555555,Medium
2026/07/18 10:54:23 PM GMT+5:45,Yes,19-21,Female,Lumbini,+2 Passed,Humanities,3.21 - 3.6,Waiting for results,3-5 hrs,Programming / Coding;Digital Marketing / SEO,To get a job;Freelancing;Business / Startups;Personal Interest,College or school,3.0,5.0,2.0,2.0,Financial problems,Sometimes,IT / Technology,Bachelor ,Maybe,Weak education system / outdated curriculum;Financial barriers,"Start learning skills early, don't wait;Focus on English communication",20.0,3.4,4.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,43.26388888888889,Medium
2026/07/18 10:55:32 PM GMT+5:45,Yes,16-18,Female,Koshi,SEE Passed,Just SEE Passed,2.4 - 2.8,Preparing to study abroad,6-10 hrs,Programming / Coding,To get a job;Freelancing;University requirements;Study abroad preparation,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.)",4.0,5.0,5.0,5.0,Lack of guidance or mentorship;Mental stress or anxiety;Lack of networking,Frequently,IT / Technology,Doing bachelor in abroad ,Maybe,Lack of practical education;Financial barriers,Build a portfolio or personal projects;Take care of your mental health;Be consistent and patient,17.0,2.6,8.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,68.81944444444444,Medium
2026/07/18 10:56:31 PM GMT+5:45,Yes,19-21,Female,Gandaki,Awaiting +2 Results,Management,Below 2.4,,11-20 hrs,AI / Machine Learning,To get a job;Freelancing,YouTube / free online videos,4.0,3.0,3.0,4.0,Lack of guidance or mentorship;Lack of motivation;Poor quality of education;Poor internet access,Never,IT / Technology,Dk,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers,"Start learning skills early, don't wait;Focus on English communication",20.0,2.2,15.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,62.361111111111114,Medium
2026/07/18 10:57:41 PM GMT+5:45,Yes,Under 16,Female,Koshi,SEE Passed,Just SEE Passed,2.4 - 2.8,Learning professional skills,3-5 hrs,Public Speaking / Communication,To get a job;Freelancing,YouTube / free online videos;Institute or training center,4.0,4.0,4.0,3.0,Financial problems;Lack of guidance or mentorship;Family pressure,Sometimes,IT / Technology,Do ING bachelor ,Maybe,Lack of practical education,"Start learning skills early, don't wait;Focus on English communication;Explore career options before choosing a stream;Be consistent and patient",15.0,2.6,4.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,53.40277777777778,Medium
2026/07/19 7:09:15 AM GMT+5:45,Yes,16-18,,Madesh,+2 Passed,Humanities,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Video Editing / Content Creation,To get a job;Freelancing;Business / Startups,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center",4.0,4.0,4.0,4.0,Lack of guidance or mentorship;Poor quality of education;Lack of networking,Frequently,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Limited internship and job opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Be consistent and patient",17.0,3.0,4.0,2.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,55.06944444444445,Medium
2026/07/19 7:10:30 AM GMT+5:45,Yes,16-18,Female,Koshi,+2 Passed,Management,2.4 - 2.8,Preparing for Bachelor's,3-5 hrs,Graphic Design;UI/UX Design,To get a job;Freelancing;Personal Interest,"Paid online courses (Udemy, Coursera, etc.)",4.0,2.0,5.0,5.0,Lack of guidance or mentorship;Lack of motivation;Lack of networking,Frequently,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Be consistent and patient",17.0,2.6,4.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,56.180555555555564,Medium
2026/07/19 7:14:51 AM GMT+5:45,Yes,19-21,Male,Gandaki,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's,3-5 hrs,Programming / Coding,Freelancing,YouTube / free online videos,4.0,4.0,4.0,4.0,Financial problems;Poor quality of education;Lack of networking,Sometimes,IT / Technology,Doing BCHELOR ,Maybe,Lack of practical education;Weak education system / outdated curriculum,"Start learning skills early, don't wait;Be consistent and patient",20.0,3.4,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,58.40277777777778,Medium
2026/07/19 7:19:05 AM GMT+5:45,Yes,16-18,,Madesh,+2 Passed,Humanities,2.81 - 3.2,Preparing for Bachelor's,0 - 2 hrs,None yet,NOT YET  LEARNING ,NOT LEARNING ,4.0,1.0,1.0,1.0,Financial problems;Poor quality of education;Lack of opportunities in Nepal;Time management issues;Lack of networking,Frequently,IT / Technology,NOT FIXED YET ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Be consistent and patient",17.0,3.0,1.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,18.333333333333336,Low
2026/07/19 7:34:00 AM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Management,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Programming / Coding,To get a job,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.)",3.0,3.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation;Family pressure;Poor quality of education,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers,Build a portfolio or personal projects;Focus on English communication,17.0,3.0,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,49.65277777777778,Medium
2026/07/19 7:38:41 AM GMT+5:45,Yes,19-21,Female,Gandaki,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's,0 - 2 hrs,None yet,To get a job,YouTube / free online videos,2.0,1.0,3.0,3.0,Financial problems;Lack of motivation;Lack of opportunities in Nepal,Sometimes,IT / Technology,I want to see my selflike like i want to earn lot of money in 5 years i want to start my own business i want to be independent within 5 years,No,Weak education system / outdated curriculum;Lack of mentorship and guidance;Poor awareness of career options;Poor internet and tech access in rural areas,"Start learning skills early, don't wait;Explore career options before choosing a stream;Find a mentor or role model;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Take care of your mental health",20.0,3.0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,26.66666666666667,Low
2026/07/19 7:40:35 AM GMT+5:45,Yes,19-21,Female,Lumbini,Awaiting +2 Results,Humanities,Not Yet Graded,Waiting for results,3-5 hrs,Data Analyst / Data Science,Freelancing,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.)",4.0,4.0,4.0,3.0,Lack of guidance or mentorship;Lack of motivation;Poor quality of education;Poor internet access;Lack of networking,Frequently,IT / Technology,Doing bachelor ,Maybe,Financial barriers;Lack of mentorship and guidance;Poor awareness of career options;Family and social pressure,"Start learning skills early, don't wait;Build a portfolio or personal projects;Explore career options before choosing a stream",20.0,,4.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,50.06944444444444,Medium
2026/07/19 8:16:05 AM GMT+5:45,Yes,16-18,Female,Gandaki,+2 Passed,,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,Programming / Coding,To get a job,YouTube / free online videos;College or school,3.0,3.0,4.0,4.0,Financial problems;Time management issues,Sometimes,,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum,"Start learning skills early, don't wait;Focus on English communication",17.0,3.4,8.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,52.15277777777778,Medium
2026/07/19 8:17:18 AM GMT+5:45,Yes,16-18,Male,Gandaki,+2 Passed,Science,Above 3.6,Preparing for Bachelor's,6-10 hrs,entrance preparation,University requirements,"Paid online courses (Udemy, Coursera, etc.)",5.0,5.0,5.0,5.0,Financial problems;Lack of guidance or mentorship;Time management issues,Sometimes,Engineering,nepal,Maybe,Lack of practical education,"Use free online resources (YouTube, Coursera, etc.);Be consistent and patient",17.0,3.8,8.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,76.04166666666666,High
2026/07/19 8:17:18 AM GMT+5:45,Yes,19-21,Female,Gandaki,+2 Passed,Management,2.81 - 3.2,Waiting for results,6-10 hrs,Programming / Coding,To get a job,YouTube / free online videos,4.0,3.0,4.0,4.0,Financial problems;Lack of guidance or mentorship,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers;Limited internship and job opportunities,Focus on English communication;Be consistent and patient,20.0,3.0,8.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,57.152777777777786,Medium
2026/07/19 8:22:24 AM GMT+5:45,Yes,19-21,Female,Gandaki,+2 Passed,Science,2.4 - 2.8,Preparing for Bachelor's,0 - 2 hrs,None yet,Not learning ,Not learning ,4.0,2.0,1.0,2.0,Financial problems;Poor quality of education;Lack of networking,Sometimes,IT / Technology,Bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Lack of mentorship and guidance;Limited internship and job opportunities,"Start learning skills early, don't wait;Focus on English communication;Don't rely only on grades — build real skills;Be consistent and patient",20.0,2.6,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,30.41666666666667,Low
2026/07/19 8:23:29 AM GMT+5:45,Yes,16-18,Male,Koshi,+2 Passed,Management,3.21 - 3.6,Preparing for Bachelor's,0 - 2 hrs,Programming / Coding;None yet,,,4.0,4.0,2.0,2.0,Financial problems;Lack of motivation;Poor quality of education;Lack of networking,Sometimes,IT / Technology,Doing bachelor ,Maybe,Lack of practical education;Limited internship and job opportunities;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Don't rely only on grades — build real skills;Take care of your mental health;Be consistent and patient",17.0,3.4,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,41.527777777777786,Medium
2026/07/19 9:44:13 AM GMT+5:45,Yes,19-21,Male,Lumbini,+2 Passed,Management,Not Yet Graded,Waiting for results;Preparing for Bachelor's,0 - 2 hrs,None yet,Personal Interest,YouTube / free online videos,3.0,3.0,4.0,3.0,Financial problems;Family pressure;Time management issues,Sometimes,Banking / Finance,Achieve government job,Maybe,Lack of practical education;Financial barriers,"Start learning skills early, don't wait;Find a mentor or role model;Take care of your mental health",20.0,,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,41.666666666666664,Medium
2026/07/19 11:45:11 AM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Humanities,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,None yet,Not Learning ,Not learning ,4.0,4.0,4.0,4.0,Lack of opportunities in Nepal,Frequently,IT / Technology,Doing Bachelor,Maybe,Lack of practical education,"Start learning skills early, don't wait;Be consistent and patient",17.0,3.0,4.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.95833333333334,Medium
2026/07/19 11:47:01 AM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Management,Below 2.4,Preparing for Bachelor's,3-5 hrs,Graphic Design,To get a job;Freelancing,YouTube / free online videos;College or school,4.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Time management issues,Sometimes,IT / Technology,Doing Bachelor ,Maybe,Lack of practical education,"Start learning skills early, don't wait",17.0,2.2,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,58.40277777777778,Medium
2026/07/19 11:48:02 AM GMT+5:45,Yes,19-21,Female,Bagmati,+2 Passed,Science,3.21 - 3.6,Preparing for Bachelor's;Learning professional skills,0 - 2 hrs,Business / Entrepreneurship,To get a job;Business / Startups;Personal Interest,Self-study from books/articles,4.0,4.0,4.0,4.0,Lack of guidance or mentorship;Lack of opportunities in Nepal,Sometimes,Study Abroad,Doing Jobs,Maybe,Lack of practical education;Weak education system / outdated curriculum;Lack of mentorship and guidance;Poor awareness of career options,"Start learning skills early, don't wait;Network with people in your field of interest;Be consistent and patient",20.0,3.4,1.0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,56.527777777777786,Medium
2026/07/19 12:43:40 PM GMT+5:45,Yes,16-18,Male,Madesh,+2 Passed,Management,2.4 - 2.8,Preparing for Bachelor's,3-5 hrs,Graphic Design,To get a job;Freelancing,YouTube / free online videos;Institute or training center;Self-study from books/articles,4.0,4.0,4.0,4.0,Financial problems;Lack of motivation;Poor quality of education;Poor internet access,Always,IT / Technology,Doing Bachelors ,Maybe,Lack of practical education,"Start learning skills early, don't wait;Use free online resources (YouTube, Coursera, etc.);Be consistent and patient",17.0,2.6,4.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,51.736111111111114,Medium
2026/07/19 12:45:13 PM GMT+5:45,Yes,16-18,Female,Gandaki,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's;Working / Freelancing,6-10 hrs,Graphic Design;UI/UX Design,To get a job;Freelancing;Personal Interest,YouTube / free online videos;Self-study from books/articles,4.0,4.0,4.0,4.0,Financial problems,Frequently,IT / Technology,Doing Bachelors ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Don't rely only on grades — build real skills;Be consistent and patient",17.0,3.0,8.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,58.68055555555556,Medium
2026/07/19 12:45:25 PM GMT+5:45,Yes,22-25,Male,Bagmati,+2 Passed,Management,3.21 - 3.6,Studying Bachelor's;Learning professional skills,0 - 2 hrs,Digital Marketing / SEO;Public Speaking / Communication,To get a job;Business / Startups;Personal Interest,Institute or training center;College or school;Self-study from books/articles,4.0,4.0,4.0,5.0,Lack of guidance or mentorship;Lack of motivation;Lack of opportunities in Nepal;Time management issues;Lack of networking,Sometimes,IT / Technology,Doing jobs ,Maybe,Lack of practical education;Limited internship and job opportunities,"Start learning skills early, don't wait;Focus on English communication;Don't rely only on grades — build real skills",23.5,3.4,1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,2,62.6388888888889,Medium
2026/07/19 12:46:45 PM GMT+5:45,Yes,16-18,Male,Gandaki,+2 Passed,Management,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Graphic Design,To get a job,YouTube / free online videos,4.0,4.0,4.0,4.0,Financial problems,,IT / Technology,Doing Bachelors ,Maybe,Lack of practical education;Weak education system / outdated curriculum,Be consistent and patient,17.0,3.0,4.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,58.40277777777778,Medium
2026/07/19 12:48:58 PM GMT+5:45,Yes,19-21,Male,Bagmati,+2 Passed,Science,3.21 - 3.6,Studying Bachelor's,0 - 2 hrs,AI / Machine Learning;Graphic Design;Business / Entrepreneurship,To get a job;Business / Startups;Personal Interest,Institute or training center;Self-study from books/articles,4.0,4.0,4.0,5.0,Lack of guidance or mentorship;Lack of opportunities in Nepal,Sometimes,IT / Technology,Starting a new business or doing a job ,Maybe,Lack of practical education;Financial barriers;Lack of mentorship and guidance;Limited internship and job opportunities,"Start learning skills early, don't wait;Focus on English communication;Network with people in your field of interest",20.0,3.4,1.0,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,63.75000000000001,Medium
2026/07/19 12:50:21 PM GMT+5:45,Yes,Under 16,Male,Koshi,+2 Passed,Management,2.81 - 3.2,Preparing for Bachelor's,11-20 hrs,Programming / Coding;Data Analyst / Data Science,To get a job;Freelancing,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.)",4.0,4.0,3.0,4.0,Financial problems;Poor quality of education;Lack of networking,Frequently,IT / Technology,Maybe working as fresher ,Yes,Weak education system / outdated curriculum,Build a portfolio or personal projects;Take care of your mental health;Be consistent and patient,15.0,3.0,15.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,2,60.555555555555564,Medium
2026/07/19 12:53:31 PM GMT+5:45,Yes,16-18,Male,Bagmati,Studying in college ,Science,3.21 - 3.6,Learning professional skills,0 - 2 hrs,Programming / Coding;AI / Machine Learning;Graphic Design;Digital Marketing / SEO;Business / Entrepreneurship,To get a job;Business / Startups;Personal Interest;Study abroad preparation,YouTube / free online videos;College or school,3.0,4.0,5.0,5.0,Lack of guidance or mentorship;Lack of opportunities in Nepal;Lack of networking,Sometimes,IT / Technology,"I think I will do something like: job, business, or studying",Maybe,Lack of practical education;Lack of mentorship and guidance;Poor awareness of career options,"Start learning skills early, don't wait;Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.4,1.0,1.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,5,63.47222222222222,Medium
2026/07/19 5:05:08 PM GMT+5:45,Yes,16-18,Female,Bagmati,+2 Passed,Humanities,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Programming / Coding,To get a job;Freelancing,YouTube / free online videos,4.0,2.0,3.0,3.0,Financial problems,Sometimes,IT / Technology,Doing Bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum,"Start learning skills early, don't wait;Build a portfolio or personal projects;Be consistent and patient",17.0,3.0,4.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,43.40277777777778,Medium
2026/07/19 5:17:26 PM GMT+5:45,Yes,16-18,Male,Bagmati,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's;Learning professional skills,6-10 hrs,Data Analyst / Data Science;AI / Machine Learning;Graphic Design,To get a job;Freelancing;Personal Interest,YouTube / free online videos;Institute or training center;Self-study from books/articles,4.0,4.0,4.0,4.0,Lack of guidance or mentorship;Poor quality of education;Lack of opportunities in Nepal;Lack of networking,Sometimes,IT / Technology,"I think  I will be doing Bachelors, having IT job in Nepal company .",Maybe,Lack of practical education;Limited internship and job opportunities;Family and social pressure;Poor internet and tech access in rural areas;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Focus on English communication;Don't rely only on grades — build real skills;Take care of your mental health;Be consistent and patient",17.0,3.0,8.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,3,63.125,Medium
2026/07/19 5:18:50 PM GMT+5:45,Yes,16-18,Female,Bagmati,+2 Passed,Science,3.21 - 3.6,Waiting for results,0 - 2 hrs,None yet,Not Learning ,Not Learning ,4.0,1.0,1.0,1.0,Lack of opportunities in Nepal;Time management issues,Sometimes,IT / Technology,Doing Bachelors ,Maybe,Lack of practical education;Limited internship and job opportunities;Poor awareness of career options,"Start learning skills early, don't wait;Build a portfolio or personal projects;Take care of your mental health;Be consistent and patient",17.0,3.4,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,21.66666666666667,Low
2026/07/19 5:29:57 PM GMT+5:45,Yes,19-21,Male,Bagmati,SEE Passed,Science,3.21 - 3.6,Preparing for Bachelor's,6-10 hrs,Data Analyst / Data Science;AI / Machine Learning,To get a job;Freelancing,YouTube / free online videos;College or school,4.0,4.0,4.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation,Never,IT / Technology,Doing Bachelor,Yes,Lack of practical education;Limited internship and job opportunities,"Build a portfolio or personal projects;Use free online resources (YouTube, Coursera, etc.);Don't rely only on grades — build real skills;Network with people in your field of interest;Take care of your mental health",20.0,3.4,8.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,65.34722222222223,Medium
2026/07/19 5:32:50 PM GMT+5:45,Yes,16-18,Male,Madesh,+2 Passed,Science,2.4 - 2.8,Preparing for Bachelor's,6-10 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning;Graphic Design,To get a job;Freelancing,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center;College or school",4.0,3.0,3.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation;Poor quality of education,Always,IT / Technology,Doing Bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum;Financial barriers;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Focus on English communication;Take care of your mental health",17.0,2.6,8.0,3.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,4,51.31944444444445,Medium
2026/07/19 5:35:45 PM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's,6-10 hrs,Programming / Coding;Data Analyst / Data Science;AI / Machine Learning,To get a job;Freelancing,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.);Institute or training center",3.0,4.0,3.0,4.0,Financial problems;Lack of guidance or mentorship;Lack of motivation;Family pressure;Poor quality of education,Sometimes,IT / Technology,Doing Bachelor,Maybe,Lack of practical education;Weak education system / outdated curriculum;Brain drain (talented people leaving Nepal),"Start learning skills early, don't wait;Build a portfolio or personal projects;Be consistent and patient",17.0,3.0,8.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,3,55.625,Medium
2026/07/19 5:40:07 PM GMT+5:45,Yes,16-18,Female,Madesh,+2 Passed,Science,2.81 - 3.2,Preparing for Bachelor's,3-5 hrs,Data Analyst / Data Science;AI / Machine Learning,To get a job,"YouTube / free online videos;Paid online courses (Udemy, Coursera, etc.)",4.0,4.0,3.0,3.0,Financial problems,Sometimes,IT / Technology,Doing Bachelor ,Maybe,Lack of practical education;Weak education system / outdated curriculum,"Start learning skills early, don't wait;Use free online resources (YouTube, Coursera, etc.);Network with people in your field of interest;Take care of your mental health;Be consistent and patient",17.0,3.0,4.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,52.01388888888888,Medium
